timestamp,wave_height,current_speed,sensor_tilt,max_force,mean_force
2025-03-21 00:00:00,2.347699907107863,0.34261775475316414,0.3899355436586002,198.36353551221345,135.16913780991285
2025-03-21 00:10:00,1.9032149891801708,0.44094166404701307,0.3424633682912769,118.54489741310871,72.69196448823728
2025-03-21 00:20:00,2.4533819766704847,0.11014324261808586,0.2559630369920174,97.8927396640578,65.56504334270505
2025-03-21 00:30:00,3.0661208994856177,0.3062969236690571,0.1853063222294426,187.47314091522784,116.64571699234202
2025-03-21 00:40:00,1.8360926376936648,0.1849357430878173,0.319822331361359,108.18542169444574,82.39910642129676
2025-03-21 00:50:00,1.8361041301355736,0.2012874616235304,0.28934853854217496,95.05952097361146,75.05306654028888
2025-03-21 01:00:00,3.105448970855174,0.19076060757611307,0.33951932200277324,215.95826811326125,132.69842901850873
2025-03-21 01:10:00,2.537204310407036,0.1636009230320184,0.31351718016819696,197.25591185544312,156.0339713415309
2025-03-21 01:20:00,1.6713679298455335,0.2548521627944827,0.3549552715319335,120.57306251695599,84.94556970651912
2025-03-21 01:30:00,2.3797920305101754,0.16690498835889622,0.1964764788439432,213.48613399104036,140.88230408717973
2025-03-21 01:40:00,1.6756076150312764,0.2770456825779839,0.3817394065634326,62.03528143395561,38.1748009546443
2025-03-21 01:50:00,1.6739891725008202,0.2449761890550863,0.26975996046923995,103.90930377594854,72.74948609527732
2025-03-21 02:00:00,2.1693735900962237,0.22610519531335901,0.4575260872625265,104.38860475125736,79.22083667926937
2025-03-21 02:10:00,0.6607038287395415,0.15924363379584022,0.18108121819104323,-40.745651673271034,-30.209530865080456
2025-03-21 02:20:00,0.7925575172408772,0.19232286694316672,0.4235963803165249,63.19805587055607,38.55367077806472
2025-03-21 02:30:00,1.6063987295313191,0.3255391225825756,0.26979107834626476,112.18229488258464,68.94503596809554
2025-03-21 02:40:00,1.2910182157659034,0.30009171876243806,0.18485819963855515,173.92973381941664,118.37216885389981
2025-03-21 02:50:00,2.219973132816692,0.1522444755201449,0.20161141659456783,161.79591675247934,106.63290929004351
2025-03-21 03:00:00,1.3643831471351524,0.2599332305429226,0.21796526918056797,47.36244457820099,30.61872467123756
2025-03-21 03:10:00,1.011387409065296,0.3251387123371789,0.29241659464019165,181.63620189649595,119.18983911741891
2025-03-21 03:20:00,3.025954138245088,0.0830594718878628,0.30228354880354996,226.70100985337933,172.45067577306108
2025-03-21 03:30:00,1.841956589659425,0.3043360192379935,0.1926299996061421,155.48891657232423,122.19028260495986
2025-03-21 03:40:00,2.0472697432815465,0.18373762410541533,0.24756454077390172,114.3643354476053,77.88446135809906
2025-03-21 03:50:00,1.0026762696505802,0.30705986685931597,0.4642270358611864,42.15237904951033,32.93037431427034
2025-03-21 04:00:00,1.618932092832372,0.17367408434574833,0.42275431701007116,88.15876061284222,58.5637888805793
